LLM,Benchmark prompt,Execution time,Package,DRAM,HumanEval pass@1
llama-2-7b.Q3_K_L,HumanEval/102,13.679443120956421,554820540.0,20257517.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/103,24.858031272888184,844786350.0,37699305.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/104,21.878432512283325,873733909.0,37493739.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/105,69.29492092132568,2654024089.0,132060026.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/106,36.45378041267395,1437965801.0,73390620.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/107,56.101377964019775,1936397508.0,106609896.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/108,54.62309384346008,2123795893.0,119305725.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/109,61.97361421585083,2374949914.0,109482874.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/110,64.38676238059998,2518499412.0,133129786.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/111,23.20031237602234,791786913.0,33134497.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/112,64.55334568023682,2490812471.0,139390268.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/113,65.35581612586975,2525372319.0,136914506.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/114,30.032959461212158,1020898570.0,61960535.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/115,62.05791902542114,2403695324.0,105247717.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/116,49.10241723060608,1918295138.0,97454096.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/117,77.95679569244385,2986966169.0,169045710.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/118,86.05354928970337,3242649352.0,192635127.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/119,51.249802112579346,1926933299.0,102448957.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/120,40.905808210372925,1420388026.0,67186107.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/121,21.23235011100769,833522159.0,39102134.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/122,60.09492540359497,2344678141.0,133249781.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/123,29.198475122451782,991456568.0,36215239.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/124,60.52773094177246,2363963065.0,111415242.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/125,27.695783853530884,963183326.0,46205509.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/126,54.68399953842163,2082136027.0,99536000.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/127,61.54627227783203,2376383198.0,117676578.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/128,25.65830111503601,872168421.0,45305060.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/129,53.82941198348999,2114254780.0,75050772.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/130,75.79315710067749,2921718961.0,153728610.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/131,21.221680164337158,725418309.0,42257460.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/132,86.39467668533325,3321254986.0,197545942.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/133,47.66995668411255,1789417538.0,95278199.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/134,29.14090847969055,1072266603.0,47926269.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/135,26.314605236053467,1030779526.0,51796681.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/136,29.23104739189148,1074995600.0,50850822.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/137,86.85138940811157,3326132294.0,198597147.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/138,22.749495267868042,818322612.0,43599986.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/139,33.086676359176636,1296100686.0,69127142.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/140,34.84017729759216,1331292490.0,70267215.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/141,78.43257999420166,3004266601.0,163367563.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/142,34.53278350830078,1206609033.0,60048613.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/143,29.53633213043213,1144434326.0,46903871.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/144,54.92747950553894,1906921388.0,114221814.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/145,24.322620630264282,946302509.0,42987988.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/146,29.33647584915161,1162791396.0,54952313.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/147,27.56452703475952,1061367888.0,43011304.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/148,77.39888858795166,3013206825.0,159589801.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/149,39.08802032470703,1394250703.0,67658579.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/150,28.41367244720459,1096035768.0,58203770.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/151,36.05054759979248,1404819890.0,67882944.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/152,37.94828391075134,1457674675.0,61017544.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/153,51.09993648529053,1959745532.0,86451378.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/154,89.20480704307556,3439275742.0,205810386.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/155,25.317492723464966,862350942.0,52303516.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/156,44.74111533164978,1822693637.0,95784423.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/157,17.036604404449463,583495089.0,25004453.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/158,15.296465635299683,523401858.0,18354811.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/159,56.63611578941345,2207047512.0,94846315.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/160,78.18513250350952,3023784922.0,162767527.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/161,91.9286379814148,3521086933.0,216326411.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/162,50.49526882171631,1937614852.0,114855480.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/163,51.25514602661133,1951348642.0,113384293.0,0.08536585365853659
